consumer_id,payment_type,payment_date,payment_amount
36738166061,18941 BOLETO 805566,2021-07-12,R$ 1209.3
554496297587,425120 BOLETO++,2022-09-07,R$ 2494.5
859675575665,23992 piX 917006,2020-12-01,R$ 4672.2
634087794043,BOLETO 774615,2020-11-27,R$ 1742.1
594284671075,771990 BOLETO,2022-08-10,R$ 11492.3
280232672886,237342 CREDIT TYPE 569601,2022-12-25,R$ 4710.4
285060886299,463784 PIX@@,2022-04-30,R$ 8633.3
557477458248,993216 debit card 783912,2020-02-22,R$ 2056.5
806716553933,795256 credit MASTERCARD,2020-05-18,R$ 4306.3
916089543181,591201 BOLETO,2021-06-23,R$ 10635.7
786587308278,BOLETO 956294,2021-04-17,R$ 15494.0
94854400223,338696 Boleto 991835,2020-11-15,R$ 15099.1
524612336731,315994 DEBIT,2021-11-16,R$ 6859.0
238954566695,414671 debit card,2022-11-17,R$ 8417.3
576658664149,412388 credit ELO,2021-07-20,R$ 2644.6
446039262566,credit MASTERCARD 791721,2020-11-18,R$ 4646.8
271043982658,116867 DEBIT 838793,2021-02-21,R$ 5154.1
286257776252,327148 boleto,2022-07-25,R$ 8341.9
729179824618,29494 Pix 215971,2021-04-25,R$ 11932.7
138664856189,563304 PIX@@ 718841,2022-04-18,R$ 7724.9
390322188868,BOLETO 774615,2022-10-08,R$ 867.0
970765234831,credit MASTERCARD 177735,2021-08-12,R$ 8352.0
396813913637,959565 boleto 355660,2022-08-19,R$ 9688.3
264206396408,654456 PIX 493484,2023-03-19,R$ 14357.6
774463871553,261823 debit card,2022-02-14,R$ 6237.9
515648004009,694948 Pix,2021-04-23,R$ 8035.2
255541826046,504002 debit card,2022-10-04,R$ 7569.5
271043982658,160451 BOLETO,2020-11-29,R$ 5596.4
634087794043,533638 debit card,2022-02-04,R$ 3980.9
80944542022,408794 Boleto 622204,2021-06-12,R$ 12638.2
790761018077,boleto 289551,2022-08-02,R$ 9941.2
447416760995,769959 Boleto,2021-02-18,R$ 12955.0
876385294853,338696 Boleto 991835,2022-09-15,R$ 3595.3
550322955051,10769 BOLETO++ 686157,2022-02-12,R$ 9014.6
346748702943,570785 boleto 644795,2022-07-10,R$ 11920.6
537718118852,110372 debit card,2022-04-28,R$ 596.1
108108596669,571681 piX 187932,2022-05-16,R$ 11625.1
677039694449,414671 debit card,2022-05-19,R$ 7865.3
83478781255,193506 Pix,2022-04-02,R$ 5720.6
299991443154,793986 credit_card 255657,2021-10-15,R$ 10561.3
346748702943,BOLETO++ 455991,2021-03-26,R$ 6280.7
276397454361,358677 BOLETO++,2023-02-07,R$ 10144.4
556463592229,652079 CREDIT TYPE,2021-07-06,R$ 15046.0
31691588327,boleto 336107,2021-07-22,R$ 10717.4
432181322622,debit card 772277,2020-02-07,R$ 5582.0
871606777479,debit card 162812,2022-09-15,R$ 3261.1
880010302690,credit_card 949094,2020-02-09,R$ 13947.9
446039262566,30497 credit_card,2021-05-31,R$ 8185.4
99916484487,229097 PIX 211447,2021-08-14,R$ 9780.6
876385294853,553978 BOLETO++ 230439,2021-02-05,R$ 14802.3
554496297587,412388 credit ELO,2021-07-22,R$ 7284.1
806716553933,78862 DEBIT 641374,2020-10-10,R$ 6412.7
557477458248,14912 credit MASTERCARD,2020-09-18,R$ 4765.8
387198526728,357675 PIX@@ 990078,2020-01-17,R$ 11601.9
634087794043,777675 credit ELO,2021-07-15,R$ 9620.4
80944542022,982484 debit card 25249,2021-05-12,R$ 6738.8
866988917063,580209 Boleto 626850,2020-02-02,R$ 10877.1
276397454361,679673 Boleto 861516,2020-12-21,R$ 10649.0
594284671075,662419 credit,2021-03-08,R$ 12121.4
179211442849,764880 Pix,2022-09-25,R$ 414.4
871606777479,148481 credit,2020-02-18,R$ 14781.5
298728267101,151708 piX 378184,2021-05-03,R$ 8148.8
31691588327,DEBIT 154998,2022-03-26,R$ 8568.1
285060886299,523868 PIX@@,2022-08-09,R$ 6951.1
916089543181,799227 BOLETO++ 513703,2022-09-07,R$ 1610.0
774463871553,581114 credit,2020-04-18,R$ 8862.2
375616648160,PIX 183937,2021-04-01,R$ 823.8
576658664149,494192 BOLETO++,2022-02-27,R$ 1183.2
271043982658,Pix 822218,2022-03-26,R$ 3578.1
343866395672,pix 742984,2020-09-02,R$ 11499.4
343866395672,pix 987256,2022-08-07,R$ 14553.8
36738166061,piX 921258,2021-11-04,R$ 6890.2
108108596669,BOLETO++ 967332,2022-03-20,R$ 3654.7
285060886299,634620 credit MASTERCARD,2021-05-04,R$ 11702.2
241143435764,piX 632520,2020-03-28,R$ 14746.5
246014869667,466419 boleto 448330,2020-09-07,R$ 2098.6
346748702943,533638 debit card,2021-08-10,R$ 8606.5
634087794043,Pix 822218,2022-04-04,R$ 9708.5
472648277876,405638 credit_card 59879,2020-10-21,R$ 2673.3
563249531684,993216 debit card 783912,2020-06-28,R$ 9572.7
198700429310,153793 BOLETO,2020-05-12,R$ 4432.7
550322955051,338696 Boleto 991835,2022-08-14,R$ 5403.5
364560919590,PIX 183937,2020-12-16,R$ 15128.5
970765234831,credit 594981,2020-05-27,R$ 13207.8
285060886299,850276 credit,2020-05-26,R$ 2588.7
396813913637,261823 debit card,2021-08-23,R$ 5520.6
727387933243,PIX 279638,2022-05-04,R$ 4199.4
786587308278,CREDIT TYPE 145741,2021-06-30,R$ 7719.0
790761018077,907490 debit card,2020-05-23,R$ 15383.2
866988917063,debit card 4047,2020-01-01,R$ 14670.7
31691588327,credit ELO 974158,2022-06-06,R$ 6310.8
472648277876,credit 594981,2020-02-26,R$ 15554.2
271043982658,BOLETO++ 248351,2022-07-12,R$ 885.0
594284671075,466419 boleto 448330,2022-03-15,R$ 8223.4
238954566695,605130 credit_card 282851,2022-08-28,R$ 12556.6
550322955051,742530 BOLETO,2022-06-05,R$ 1593.5
909987131450,PIX 513821,2023-01-12,R$ 9410.6
408872306889,credit MASTERCARD 702942,2021-09-29,R$ 12921.0
548272197141,BOLETO++ 530163,2022-08-27,R$ 6487.6
285060886299,BOLETO++ 506888,2020-08-15,R$ 9909.6
375616648160,credit 597169,2021-09-30,R$ 10222.6
241143435764,DEBIT 333067,2020-06-24,R$ 10639.9
866988917063,605130 credit_card 282851,2023-01-23,R$ 481.3
666005766278,277959 boleto 823084,2020-07-29,R$ 5617.4
556463592229,DEBIT 660543,2020-05-26,R$ 4189.9
666005766278,498920 Pix,2022-07-15,R$ 2396.4
611332772073,92862 credit ELO,2021-07-20,R$ 6786.2
580873576795,BOLETO++ 248351,2020-12-28,R$ 12355.0
457509068524,DEBIT 260651,2022-12-30,R$ 2021.9
364560919590,438283 credit_card 887651,2021-09-15,R$ 1700.0
611332772073,553978 BOLETO++ 230439,2021-03-22,R$ 9180.1
344181374711,250382 Boleto 18871,2022-03-03,R$ 13145.1
438089492676,670965 piX,2020-02-01,R$ 15115.3
447416760995,59667 pix 776898,2022-05-09,R$ 6922.2
288778337071,572427 piX,2022-02-10,R$ 5076.5
677039694449,999594 debit card 705168,2022-11-13,R$ 2176.0
970765234831,957725 boleto 85131,2022-04-20,R$ 10911.9
515648004009,976871 credit MASTERCARD,2021-04-08,R$ 14378.3
264206396408,542726 DEBIT 709727,2020-06-22,R$ 7377.8
198700429310,628762 debit card 476766,2020-12-09,R$ 5167.4
970765234831,959565 boleto 355660,2022-03-23,R$ 8896.0
611332772073,327148 boleto,2021-07-31,R$ 153.9
396813913637,766217 debit card 890719,2022-07-22,R$ 9923.3
99916484487,254609 DEBIT,2021-11-05,R$ 3004.4
774463871553,886200 piX,2021-07-20,R$ 3818.2
343866395672,290267 debit card 28249,2021-06-02,R$ 9559.5
524612336731,Boleto 33131,2022-10-07,R$ 13488.9
859675575665,128540 BOLETO++ 599579,2022-10-20,R$ 15018.6
246014869667,740303 piX,2022-01-05,R$ 13219.1
569693067703,213638 DEBIT 26536,2023-01-24,R$ 5183.9
866988917063,521358 credit ELO,2022-08-22,R$ 4672.6
634087794043,378039 credit,2020-08-22,R$ 5965.4
241143435764,408794 Boleto 622204,2021-07-07,R$ 4737.5
594284671075,959565 boleto 355660,2020-12-20,R$ 10037.9
594284671075,850373 DEBIT,2021-07-25,R$ 14865.9
871606777479,281720 credit_card,2022-11-15,R$ 969.5
859675575665,662419 credit,2021-08-09,R$ 8361.8
343866395672,996374 credit 828647,2022-05-11,R$ 6133.2
866988917063,Pix 822218,2021-12-06,R$ 153.7
83478781255,973555 Boleto,2021-11-16,R$ 11512.4
594284671075,DEBIT 612956,2022-09-25,R$ 4104.7
681306632429,261823 debit card,2022-02-10,R$ 6496.6
346748702943,piX 534031,2020-01-30,R$ 3155.5
554496297587,634137 BOLETO,2022-07-31,R$ 7575.9
435001420498,BOLETO 930236,2021-04-21,R$ 7995.3
435001420498,255287 debit card 668759,2020-04-27,R$ 1680.4
576658664149,220690 Boleto 349029,2022-07-17,R$ 3948.1
432181322622,piX 820755,2021-03-28,R$ 15390.9
225005483108,debit card 162812,2022-09-20,R$ 3528.2
792030406207,boleto 494177,2020-08-10,R$ 13250.1
435001420498,999594 debit card 705168,2021-08-27,R$ 1980.1
36738166061,debit card 311103,2020-08-14,R$ 8213.6
108108596669,148012 PIX,2022-12-23,R$ 4293.2
241143435764,931752 PIX,2021-04-21,R$ 4028.9
871606777479,CREDIT TYPE 986288,2022-04-13,R$ 8368.9
288349499752,408794 Boleto 622204,2021-05-05,R$ 2240.5
916089543181,719558 PIX@@ 826024,2020-05-09,R$ 10024.2
198700429310,18497 boleto,2022-05-03,R$ 14967.5
790761018077,687914 BOLETO 470322,2020-12-14,R$ 4811.5
554496297587,907490 debit card,2020-05-15,R$ 12607.6
285060886299,583324 BOLETO 858014,2021-01-22,R$ 11339.9
288349499752,BOLETO++ 455991,2023-02-07,R$ 290.0
438089492676,799853 PIX@@ 568668,2022-09-28,R$ 11822.3
559423839138,148012 PIX,2021-05-16,R$ 2779.7
554496297587,PIX 480554,2020-03-24,R$ 9666.8
729179824618,563304 PIX@@ 718841,2020-06-14,R$ 7914.2
924529270294,687914 BOLETO 470322,2021-12-14,R$ 15338.2
31691588327,250382 Boleto 18871,2020-01-12,R$ 2492.8
80944542022,34642 debit card,2021-12-07,R$ 1644.9
408872306889,338696 Boleto 991835,2023-03-09,R$ 13745.1
446039262566,494192 BOLETO++,2020-02-13,R$ 5230.4
264206396408,792092 debit card 372652,2022-08-07,R$ 2034.9
298728267101,945078 piX,2022-09-03,R$ 9794.3
524612336731,DEBIT 162341,2020-10-13,R$ 1177.7
288349499752,boleto 435189,2022-03-26,R$ 7474.8
19814030260,679673 Boleto 861516,2021-05-11,R$ 6631.1
435001420498,777675 credit ELO,2022-04-10,R$ 13123.7
280232672886,credit_card 98311,2020-11-18,R$ 12767.1
554496297587,debit card 351264,2022-06-30,R$ 1107.5
916089543181,345740 PIX@@,2020-08-01,R$ 12366.8
866988917063,254609 DEBIT,2022-04-20,R$ 876.2
483464196913,236630 PIX@@ 103272,2022-01-05,R$ 10741.4
924529270294,80393 CREDIT TYPE 75296,2022-05-11,R$ 9510.8
537718118852,419915 debit card 355557,2021-04-26,R$ 3367.3
916089543181,135572 debit card 379453,2020-12-25,R$ 4233.4
554496297587,BOLETO++ 362213,2020-07-02,R$ 11183.6
681306632429,credit 597169,2020-07-14,R$ 3838.5
554496297587,839638 DEBIT,2021-01-12,R$ 15413.2
264206396408,PIX 183937,2021-06-09,R$ 7677.8
447416760995,credit MASTERCARD 177735,2021-07-19,R$ 10679.4
375616648160,CREDIT TYPE 500488,2021-07-18,R$ 1936.8
924529270294,498920 Pix,2022-10-16,R$ 13030.2
286257776252,Boleto 33131,2021-02-10,R$ 252.0
569693067703,18497 boleto,2021-09-28,R$ 8719.9
144886524133,BOLETO++ 645556,2020-12-04,R$ 3888.1
576658664149,422246 DEBIT,2020-12-17,R$ 4023.8
298728267101,DEBIT 112369,2021-01-21,R$ 9104.1
103113440676,642441 BOLETO++ 264367,2020-06-09,R$ 15462.6
286257776252,PIX 525177,2022-05-29,R$ 2181.7
924529270294,583324 BOLETO 858014,2020-12-06,R$ 2128.3
774463871553,CREDIT TYPE 607988,2020-11-17,R$ 12454.1
271043982658,670965 piX,2020-05-06,R$ 15304.1
554496297587,711921 credit_card,2022-11-09,R$ 694.6
634087794043,DEBIT 669119,2020-05-15,R$ 6271.1
276397454361,668391 pix 18296,2020-02-06,R$ 4506.7
435001420498,752090 credit_card 21094,2020-01-26,R$ 11556.0
768789776296,DEBIT 154998,2021-11-30,R$ 5989.6
472648277876,credit 629960,2022-08-22,R$ 8954.0
276397454361,pix 518412,2022-08-19,R$ 958.8
276397454361,957521 CREDIT TYPE 86491,2020-11-30,R$ 12655.8
64917395004,563478 BOLETO++,2022-11-25,R$ 14982.9
299991443154,462142 piX 165343,2022-11-22,R$ 4425.4
681306632429,850276 credit,2021-01-27,R$ 2919.3
387198526728,DEBIT 577698,2021-12-14,R$ 2840.7
288349499752,29494 Pix 215971,2020-11-01,R$ 3599.8
215553816837,DEBIT 479217,2023-01-13,R$ 15056.2
271043982658,542930 credit,2021-09-26,R$ 9642.3
537718118852,boleto 139728,2021-03-17,R$ 7162.4
524612336731,591201 BOLETO,2022-03-17,R$ 1067.0
457509068524,605130 credit_card 282851,2022-03-19,R$ 1186.6
576658664149,116867 DEBIT 838793,2023-02-15,R$ 4856.8
447416760995,564962 piX,2020-03-31,R$ 1068.2
276397454361,165489 credit MASTERCARD 476245,2021-04-10,R$ 6139.3
550322955051,220690 Boleto 349029,2020-03-08,R$ 11573.8
611332772073,6121 credit_card 602452,2021-04-27,R$ 14822.6
396813913637,249035 DEBIT,2021-11-06,R$ 11261.0
594284671075,571681 piX 187932,2022-12-22,R$ 3341.1
924529270294,583324 BOLETO 858014,2022-09-23,R$ 14213.0
594162829672,115262 BOLETO++,2021-01-03,R$ 5592.2
375616648160,38929 DEBIT,2023-02-28,R$ 12815.3
288349499752,14912 credit MASTERCARD,2021-05-12,R$ 10412.7
238954566695,325608 boleto,2020-02-02,R$ 13193.0
880010302690,piX 632520,2022-05-06,R$ 6995.5
559423839138,credit MASTERCARD 404830,2020-05-17,R$ 6639.5
435001420498,PIX 264424,2022-08-10,R$ 6402.5
677039694449,292501 boleto,2020-10-24,R$ 51.1
271043982658,524063 debit card 201331,2022-01-23,R$ 13843.8
472648277876,541429 CREDIT TYPE,2020-09-26,R$ 9073.3
435001420498,851369 DEBIT 807534,2022-03-12,R$ 13459.6
556463592229,654456 PIX 493484,2020-12-14,R$ 5087.3
288349499752,BOLETO++ 773586,2021-06-16,R$ 951.5
768789776296,591201 BOLETO,2022-03-07,R$ 7946.1
83478781255,633584 pix 485313,2021-02-19,R$ 11294.7
246014869667,PIX 667323,2022-11-25,R$ 15158.3
198700429310,417036 Boleto 132168,2020-02-04,R$ 2499.3
264206396408,583324 BOLETO 858014,2022-04-17,R$ 8034.0
554496297587,DEBIT 162341,2022-08-04,R$ 5671.1
31691588327,14912 credit MASTERCARD,2020-07-14,R$ 13124.7
198700429310,719558 PIX@@ 826024,2020-04-10,R$ 340.0
472648277876,521358 credit ELO,2020-06-24,R$ 13213.2
396813913637,417154 debit card 609634,2020-05-03,R$ 11603.9
264206396408,credit MASTERCARD 745890,2021-05-07,R$ 2555.3
346748702943,563478 BOLETO++,2022-11-03,R$ 12119.8
346748702943,919252 BOLETO,2020-04-29,R$ 5739.8
396813913637,piX 820755,2021-05-28,R$ 2775.5
874586818177,credit 593119,2020-07-26,R$ 7058.7
284840717577,credit MASTERCARD 220266,2021-02-25,R$ 1349.5
727387933243,23992 piX 917006,2020-08-18,R$ 2434.0
285060886299,389211 credit ELO,2023-03-31,R$ 5586.4
246014869667,516467 debit card,2021-02-09,R$ 13338.8
472648277876,DEBIT 307842,2020-12-05,R$ 319.5
144886524133,263996 DEBIT 611501,2022-11-16,R$ 10671.1
611332772073,591201 BOLETO,2021-03-26,R$ 979.2
447416760995,345968 PIX@@ 148982,2023-03-26,R$ 3767.1
368068609741,BOLETO 956294,2022-08-24,R$ 3591.6
729179824618,967907 boleto,2021-09-27,R$ 330.3
64917395004,credit MASTERCARD 177735,2023-03-27,R$ 6829.7
681306632429,742530 BOLETO,2021-05-02,R$ 13091.4
874586818177,38929 DEBIT,2021-05-26,R$ 9391.0
179211442849,358677 BOLETO++,2020-03-25,R$ 9367.3
866988917063,78862 DEBIT 641374,2021-07-15,R$ 10921.8
859675575665,DEBIT 162341,2021-06-24,R$ 12813.2
241143435764,782722 debit card,2022-06-06,R$ 3764.2
666005766278,850276 credit,2022-08-16,R$ 7759.0
83478781255,795256 credit MASTERCARD,2022-12-11,R$ 6161.1
103113440676,CREDIT TYPE 750483,2020-12-03,R$ 11463.7
368068609741,BOLETO++ 967332,2021-01-27,R$ 4846.5
563249531684,405638 credit_card 59879,2021-05-02,R$ 13977.5
681306632429,405638 credit_card 59879,2020-03-23,R$ 511.9
271043982658,458644 PIX@@,2023-03-23,R$ 9635.0
970765234831,766651 boleto 540932,2020-01-08,R$ 4804.3
472648277876,29494 Pix 215971,2020-09-30,R$ 7915.6
31691588327,667926 credit_card,2021-03-07,R$ 12019.8
557477458248,debit card 51602,2023-01-11,R$ 1249.6
179211442849,922961 boleto,2020-01-06,R$ 3234.4
576658664149,credit_card 391212,2020-02-04,R$ 3695.8
387198526728,193506 Pix,2020-07-23,R$ 4010.2
457509068524,debit card 727448,2021-05-27,R$ 2855.7
550322955051,136536 Pix 137081,2021-09-23,R$ 122.4
36738166061,463959 pix,2021-11-04,R$ 8153.3
806716553933,280380 PIX@@ 503364,2021-06-18,R$ 11410.8
786587308278,327148 boleto,2020-04-05,R$ 1446.0
286257776252,679673 Boleto 861516,2020-08-18,R$ 9673.5
343866395672,debit card 351264,2021-12-28,R$ 11259.4
64917395004,408794 Boleto 622204,2020-04-26,R$ 1763.4
375616648160,PIX 631574,2023-02-02,R$ 9374.3
198700429310,810774 DEBIT 354820,2020-05-15,R$ 1400.6
569693067703,811485 PIX 990313,2021-02-04,R$ 442.9
909987131450,DEBIT 239396,2022-10-25,R$ 12886.0
288778337071,DEBIT 577698,2021-11-18,R$ 191.1
472648277876,PIX@@ 834638,2021-04-28,R$ 2889.2
285060886299,20184 DEBIT 873039,2020-03-31,R$ 8414.3
677039694449,705246 credit ELO,2022-03-12,R$ 3875.5
435001420498,piX 820755,2020-09-10,R$ 14344.3
524612336731,PIX 631574,2022-12-14,R$ 6407.8
375616648160,345740 PIX@@,2023-03-31,R$ 1517.7
276397454361,888644 Boleto 965186,2022-07-12,R$ 13700.5
768789776296,524063 debit card 201331,2022-08-27,R$ 1930.6
36738166061,115262 BOLETO++,2021-03-27,R$ 1276.0
446039262566,921266 Pix,2023-03-22,R$ 8724.8
768789776296,debit card 162812,2020-05-30,R$ 11778.9
144886524133,830377 boleto,2020-03-04,R$ 6508.4
138664856189,debit card 65834,2022-01-16,R$ 2200.4
557477458248,417036 Boleto 132168,2022-01-05,R$ 6534.4
447416760995,562001 credit MASTERCARD,2022-12-22,R$ 15491.5
472648277876,309819 credit,2021-06-07,R$ 15571.6
634087794043,236630 PIX@@ 103272,2021-07-07,R$ 1000.4
681306632429,628762 debit card 476766,2020-06-01,R$ 5557.6
537718118852,668391 pix 18296,2023-03-30,R$ 6634.2
569693067703,piX 632520,2020-04-04,R$ 14641.8
924529270294,642441 BOLETO++ 264367,2020-05-27,R$ 13569.5
238954566695,766217 debit card 890719,2021-06-02,R$ 3336.9
215553816837,BOLETO++ 248351,2022-12-28,R$ 9789.2
408872306889,766651 boleto 540932,2021-12-06,R$ 198.9
671730620024,180533 DEBIT,2022-10-15,R$ 1372.3
198700429310,899403 DEBIT 976158,2022-10-11,R$ 6619.7
99916484487,642441 BOLETO++ 264367,2022-01-11,R$ 5196.8
681306632429,440893 debit card,2022-03-14,R$ 4026.9
550322955051,542726 DEBIT 709727,2021-02-12,R$ 6972.9
991878575072,742530 BOLETO,2020-03-02,R$ 8316.5
920013963772,635173 piX,2021-08-09,R$ 13954.9
580873576795,652079 CREDIT TYPE,2022-03-15,R$ 6048.4
94854400223,907128 debit card,2022-01-03,R$ 12742.8
364560919590,466419 boleto 448330,2021-09-18,R$ 11974.3
924529270294,564962 piX,2022-09-08,R$ 14611.9
286257776252,851369 DEBIT 807534,2020-05-19,R$ 3983.8
435001420498,471342 Pix 22015,2022-01-11,R$ 8276.6
446039262566,BOLETO++ 967332,2022-12-16,R$ 2619.8
36738166061,debit card 610597,2021-02-20,R$ 14506.9
916089543181,420301 boleto,2022-03-16,R$ 5944.6
94854400223,CREDIT TYPE 607988,2020-12-20,R$ 8969.8
790761018077,DEBIT 660543,2022-03-21,R$ 7376.7
80944542022,BOLETO 930236,2020-07-21,R$ 9389.0
198700429310,credit 597169,2020-08-18,R$ 3909.1
375616648160,debit card 985934,2021-04-01,R$ 5863.3
537718118852,boleto 336107,2021-02-07,R$ 5851.5
94854400223,152979 piX,2020-10-22,R$ 9811.1
99916484487,743769 pix,2021-03-02,R$ 8748.2
432181322622,258599 boleto 496515,2021-01-19,R$ 8743.2
285060886299,Pix 822218,2021-07-30,R$ 1176.4
786587308278,324534 PIX 590310,2022-09-11,R$ 7164.7
264206396408,425120 BOLETO++,2021-09-22,R$ 2392.6
916089543181,194169 BOLETO++ 244941,2022-11-22,R$ 2482.6
634087794043,debit card 772277,2021-02-10,R$ 2314.1
198700429310,135572 debit card 379453,2021-06-12,R$ 5990.9
213868862794,182953 BOLETO++,2021-07-28,R$ 8655.2
18941584806,DEBIT 259207,2022-05-26,R$ 912.8
36738166061,DEBIT 577698,2021-05-09,R$ 6613.0
550322955051,425120 BOLETO++,2022-03-16,R$ 11854.3
94854400223,pix 532490,2020-05-03,R$ 1513.9
241143435764,711921 credit_card,2020-09-22,R$ 3023.9
286257776252,389211 credit ELO,2022-11-08,R$ 10231.6
286257776252,504002 debit card,2021-11-16,R$ 2744.8
280232672886,43997 PIX 395126,2020-01-17,R$ 5937.2
576658664149,83999 boleto 132875,2022-06-14,R$ 6743.0
31691588327,credit_card 81940,2020-01-26,R$ 8570.0
790761018077,credit MASTERCARD 791721,2020-05-09,R$ 4319.6
580873576795,254437 credit,2021-09-14,R$ 1128.2
916089543181,521358 credit ELO,2020-01-09,R$ 1772.6
396813913637,922763 PIX@@ 10811,2021-08-10,R$ 3454.5
580873576795,170985 credit_card 426045,2020-03-30,R$ 10860.5
94854400223,BOLETO++ 773586,2022-05-16,R$ 5052.8
457509068524,603230 pix 486771,2020-03-07,R$ 10487.6
36738166061,711921 credit_card,2020-09-15,R$ 11220.4
280232672886,795256 credit MASTERCARD,2022-11-15,R$ 2422.6
280232672886,debit card 4047,2022-08-04,R$ 7276.0
364560919590,583324 BOLETO 858014,2021-11-03,R$ 9438.7
786587308278,516467 debit card,2022-12-12,R$ 2542.5
774463871553,572427 piX,2023-01-30,R$ 9466.6
866988917063,911948 debit card 447240,2020-09-26,R$ 8937.4
99916484487,148012 PIX,2021-06-27,R$ 979.7
435001420498,826493 credit,2020-04-21,R$ 14391.9
298728267101,credit MASTERCARD 503875,2022-07-09,R$ 4231.8
31691588327,credit MASTERCARD 361672,2021-03-12,R$ 12430.7
790761018077,117767 BOLETO,2020-12-27,R$ 1989.5
255541826046,222730 CREDIT TYPE 866028,2021-02-12,R$ 13688.7
276397454361,973555 Boleto,2021-05-07,R$ 10099.9
556463592229,365675 debit card 82682,2022-07-14,R$ 8414.7
677039694449,377818 debit card 711009,2020-05-19,R$ 4759.2
36738166061,CREDIT TYPE 500488,2021-07-04,R$ 14809.4
344181374711,258599 boleto 496515,2020-05-03,R$ 1271.3
286257776252,504002 debit card,2022-04-14,R$ 4345.1
246014869667,credit_card 581472,2022-03-23,R$ 14849.6
916089543181,766651 boleto 540932,2022-09-11,R$ 8510.2
246014869667,95763 boleto 245148,2020-01-28,R$ 9111.9
298728267101,255287 debit card 668759,2020-03-31,R$ 12192.4
299991443154,piX 820755,2021-10-24,R$ 14167.6
238954566695,521358 credit ELO,2023-01-03,R$ 3515.7
375616648160,903694 credit ELO 614209,2021-07-19,R$ 7607.6
874586818177,135572 debit card 379453,2021-10-11,R$ 14763.9
288349499752,PIX 183937,2021-01-16,R$ 4397.8
375616648160,365675 debit card 82682,2021-08-06,R$ 930.5
408872306889,711921 credit_card,2023-01-22,R$ 13227.8
264206396408,BOLETO++ 109224,2023-03-29,R$ 6877.7
671730620024,548593 credit ELO 568412,2020-01-29,R$ 5816.0
634087794043,839638 DEBIT,2021-02-23,R$ 12747.9
446039262566,580209 Boleto 626850,2021-07-04,R$ 10997.5
299991443154,69933 debit card 165450,2021-05-11,R$ 4649.1
435001420498,piX 921258,2020-04-09,R$ 2617.0
446039262566,PIX@@ 172359,2023-01-05,R$ 12295.1
417928180760,548593 credit ELO 568412,2020-12-02,R$ 1993.9
238954566695,810774 DEBIT 354820,2021-01-10,R$ 5289.1
909987131450,111434 BOLETO++ 134017,2020-04-23,R$ 11732.4
298728267101,850373 DEBIT,2021-06-04,R$ 4671.6
524612336731,debit card 162812,2022-08-19,R$ 7731.6
280232672886,499871 Boleto,2021-05-14,R$ 9481.1
457509068524,829497 DEBIT,2021-04-11,R$ 4912.0
408872306889,325608 boleto,2022-06-28,R$ 5553.1
435001420498,959565 boleto 355660,2020-11-04,R$ 1091.8
920013963772,pix 518412,2021-01-30,R$ 1798.4
446039262566,BOLETO++ 248351,2022-03-20,R$ 5303.7
364560919590,247601 pix,2023-03-15,R$ 14253.8
677039694449,157920 CREDIT TYPE,2022-03-05,R$ 3484.2
920013963772,148012 PIX,2021-08-05,R$ 9246.8
457509068524,937696 boleto 438298,2021-07-06,R$ 7045.7
241143435764,777675 credit ELO,2020-03-22,R$ 7031.9
550322955051,CREDIT TYPE 607988,2022-08-03,R$ 8726.6
285060886299,912192 DEBIT,2022-05-11,R$ 1528.8
179211442849,213638 DEBIT 26536,2023-01-16,R$ 3709.7
880010302690,DEBIT 837568,2022-09-02,R$ 9742.2
238954566695,799227 BOLETO++ 513703,2020-12-21,R$ 14857.1
457509068524,PIX 513821,2021-12-21,R$ 13813.1
524612336731,258599 boleto 496515,2020-09-10,R$ 8008.5
271043982658,4247 credit,2023-03-21,R$ 11205.9
611332772073,730081 debit card,2020-03-02,R$ 4174.1
213868862794,616690 CREDIT TYPE 887386,2022-11-18,R$ 1545.4
298728267101,752090 credit_card 21094,2020-09-29,R$ 1192.8
179211442849,204407 BOLETO++ 997399,2020-12-04,R$ 5220.8
288349499752,138012 credit 856499,2022-08-04,R$ 10894.5
677039694449,572427 piX,2022-04-02,R$ 2314.3
138664856189,194510 DEBIT 959337,2021-01-29,R$ 14889.0
729179824618,844044 debit card 124230,2021-08-25,R$ 4812.8
472648277876,credit MASTERCARD 702942,2020-03-26,R$ 123.3
198700429310,844044 debit card 124230,2020-02-11,R$ 1203.0
786587308278,BOLETO 956294,2021-07-30,R$ 6807.0
594284671075,563253 debit card,2020-04-24,R$ 5728.7
94854400223,182953 BOLETO++,2020-05-13,R$ 2673.8
554496297587,136536 Pix 137081,2021-06-30,R$ 12025.4
557477458248,128540 BOLETO++ 599579,2021-10-23,R$ 6978.9
790761018077,credit MASTERCARD 784284,2020-03-03,R$ 11077.9
83478781255,957521 CREDIT TYPE 86491,2022-04-20,R$ 9347.4
255541826046,850276 credit,2022-11-23,R$ 1996.2
677039694449,247601 pix,2023-03-11,R$ 11354.1
457509068524,Pix 152683,2021-02-09,R$ 4706.3
31691588327,debit card 910408,2022-10-26,R$ 3035.8
859675575665,CREDIT TYPE 750483,2023-01-10,R$ 10990.3
774463871553,764880 Pix,2020-12-22,R$ 134.4
681306632429,148012 PIX,2020-09-18,R$ 5003.1
790761018077,PIX 525177,2020-12-03,R$ 1896.0
871606777479,DEBIT 660543,2020-12-31,R$ 4267.9
